,0
264,-2.20772078699595e-09
265,-2.2075583795342766e-09
266,-2.2073249499172957e-09
267,-2.207162761998793e-09
268,-2.206929214111837e-09
269,-2.2067672448521545e-09
270,-2.206533576421797e-09
271,-2.2063718349577825e-09
272,-2.206138043913349e-09
273,-2.205976521928875e-09
274,-2.2057426043343332e-09
275,-2.2055813106261228e-09
276,-2.2053472706824063e-09
277,-2.205186202789108e-09
278,-2.2049520346102995e-09
279,-2.204791200843322e-09
280,-2.2045568964659564e-09
281,-2.204396295088954e-09
282,-2.2041618575284492e-09
283,-2.2040014965739096e-09
284,-2.203766918690756e-09
285,-2.2036067956997546e-09
286,-2.203372076864122e-09
287,-2.203212194847763e-09
288,-2.202977339502972e-09
289,-2.2028177028355538e-09
290,-2.2025826946146548e-09
291,-2.2024233035981506e-09
292,-2.2021881504214705e-09
293,-2.2020290151245303e-09
294,-2.2017937055947362e-09
295,-2.2016348178036886e-09
296,-2.201399359836793e-09
297,-2.2012407295944047e-09
298,-2.2010051120454385e-09
299,-2.200846740602742e-09
300,-2.2006109613680873e-09
301,-2.200452853759997e-09
302,-2.2002169147971886e-09
303,-2.2000590721657095e-09
304,-2.199822959736533e-09
305,-2.1996653903304376e-09
306,-2.199429107480508e-09
307,-2.1992718050575793e-09
308,-2.1990353560792308e-09
309,-2.1988783306520375e-09
310,-2.1986416986433964e-09
311,-2.1984849506347014e-09
312,-2.198248137597419e-09
313,-2.198091679534798e-09
314,-2.1978546777901266e-09
315,-2.19769850793939e-09
316,-2.1974613175045848e-09
317,-2.197305440498865e-09
318,-2.1970680579055474e-09
319,-2.1969124690254345e-09
320,-2.196674892142537e-09
321,-2.196519603009686e-09
322,-2.1962818231188093e-09
323,-2.1961268398352367e-09
324,-2.195888858832409e-09
325,-2.1957341763745073e-09
326,-2.195495985267262e-09
327,-2.195341618843832e-09
328,-2.195103212168678e-09
329,-2.1949491623685007e-09
330,-2.1947105376125893e-09
331,-2.1945568062043643e-09
332,-2.1943179592392903e-09
333,-2.1941645547559188e-09
334,-2.193925479162593e-09
335,-2.193772403976722e-09
336,-2.193533093430963e-09
337,-2.1933803551609455e-09
338,-2.1931408084893716e-09
339,-2.192988406099871e-09
340,-2.192748618168937e-09
341,-2.192596560141087e-09
342,-2.1923565267490504e-09
343,-2.1922048156625663e-09
344,-2.1919645294110835e-09
345,-2.191813179370271e-09
346,-2.1915726302424583e-09
347,-2.191421638523088e-09
348,-2.1911808247157333e-09
349,-2.191030201677645e-09
350,-2.190789118298782e-09
351,-2.1906388628872252e-09
352,-2.1903975074736155e-09
353,-2.190247628950541e-09
354,-2.190005989587183e-09
355,-2.189856500497422e-09
356,-2.1896145706530667e-09
357,-2.1894654732484766e-09
358,-2.1892232478327175e-09
359,-2.1890745446153623e-09
360,-2.1888320184515155e-09
361,-2.188683725538138e-09
362,-2.1884408889285484e-09
363,-2.188293001918968e-09
364,-2.1880498521286207e-09
365,-2.187902389352612e-09
366,-2.1876589129221294e-09
367,-2.1875118792274416e-09
368,-2.1872680686269045e-09
369,-2.1871214668876754e-09
370,-2.1868773213880346e-09
371,-2.1867311596723423e-09
372,-2.1864866678525384e-09
373,-2.18634095646522e-09
374,-2.186096106729481e-09
375,-2.185950857343958e-09
376,-2.185705645568192e-09
377,-2.1855608635164496e-09
378,-2.185315275119663e-09
379,-2.18517097287751e-09
380,-2.184925003131665e-09
381,-2.1847811847024038e-09
382,-2.184534825186761e-09
383,-2.1843915022783245e-09
384,-2.184144745210602e-09
385,-2.1840019243283576e-09
386,-2.183754755334629e-09
387,-2.183612451638711e-09
388,-2.1833648596678352e-09
389,-2.1832230822692078e-09
390,-2.182975060110495e-09
391,-2.18283382372496e-09
392,-2.1825853514923945e-09
393,-2.182444661402328e-09
394,-2.182195735424777e-09
395,-2.1820556065045174e-09
396,-2.181806214556379e-09
397,-2.1816666553819664e-09
398,-2.181416783003037e-09
399,-2.1812778095359133e-09
400,-2.181027443646438e-09
401,-2.180889074194809e-09
402,-2.180638198022331e-09
403,-2.1805004359424148e-09
404,-2.1802490444569224e-09
405,-2.180111909040494e-09
406,-2.179859982954526e-09
407,-2.1797234847080968e-09
408,-2.1794710083513987e-09
409,-2.1793351693319576e-09
410,-2.1790821272952667e-09
411,-2.178946957759118e-09
412,-2.178693334734548e-09
413,-2.1785588535938446e-09
414,-2.1783046302809924e-09
415,-2.1781708536352214e-09
416,-2.1779160193528618e-09
417,-2.177782962231663e-09
418,-2.1775274916830663e-09
419,-2.1773951821958336e-09
420,-2.1771390558476457e-09
421,-2.1770074999820776e-09
422,-2.176750706816589e-09
423,-2.1766199355767088e-09
424,-2.17636244649772e-09
425,-2.176232474743846e-09
426,-2.175974270246043e-09
427,-2.175845120701661e-09
428,-2.17558618248223e-09
429,-2.17545787893744e-09
430,-2.1751981809878574e-09
431,-2.1750707485236926e-09
432,-2.174810265547229e-09
433,-2.174683729512186e-09
434,-2.1744224367297805e-09
435,-2.1742968185208196e-09
436,-2.1740346920507034e-09
437,-2.173910021485525e-09
438,-2.1736470315272534e-09
439,-2.1735233336264974e-09
440,-2.1732594512251507e-09
441,-2.1731367633083947e-09
442,-2.172871951634023e-09
443,-2.1727503070153863e-09
444,-2.1724845453138003e-09
445,-2.1723639666412756e-09
446,-2.1720972089543057e-09
447,-2.171977735710893e-09
448,-2.1717099558876575e-09
449,-2.171591628416982e-09
450,-2.171322781989764e-09
451,-2.171205633077491e-09
452,-2.17093568767476e-09
453,-2.170819763669467e-09
454,-2.170548668145585e-09
455,-2.1704340064919537e-09
456,-2.170161726439227e-09
457,-2.1700483742968488e-09
458,-2.169774858153347e-09
459,-2.1696628640989315e-09
460,-2.169388062086524e-09
461,-2.169277476484893e-09
462,-2.169001336420447e-09
463,-2.1688922146987875e-09
464,-2.1686146837628704e-09
465,-2.1685070797932084e-09
466,-2.168228100145004e-09
467,-2.16812207119872e-09
468,-2.167841578371256e-09
469,-2.167737191572687e-09
470,-2.1674551245846254e-09
471,-2.1673524468510404e-09
472,-2.1670687309855745e-09
473,-2.166967835446264e-09
474,-2.166682392343496e-09
475,-2.1665833632468355e-09
476,-2.1662961178103354e-09
477,-2.1661990261329772e-09
478,-2.165909898130613e-09
479,-2.1658148333666398e-09
480,-2.1655237237813877e-09
481,-2.1654307889123005e-09
482,-2.165137594124201e-09
483,-2.1650468886458678e-09
484,-2.1647515155436304e-09
485,-2.1646631467514558e-09
486,-2.1643654725096237e-09
487,-2.1642795594328296e-09
488,-2.1639794621059823e-09
489,-2.1638961316164667e-09
490,-2.1635934874559717e-09
491,-2.16351287989364e-09
492,-2.1632075303894316e-09
493,-2.1631297905720196e-09
494,-2.1628215946508296e-09
495,-2.1627468869208005e-09
496,-2.1624356703009326e-09
497,-2.1623641658684836e-09
498,-2.162049746158103e-09
499,-2.161981645084817e-09
500,-2.1616638169421228e-09
501,-2.1615993297119734e-09
502,-2.1612778713333097e-09
503,-2.1612172277565575e-09
504,-2.1608918991335967e-09
505,-2.1608353563962638e-09
506,-2.1605058885573988e-09
507,-2.160453719454018e-09
508,-2.160119823953875e-09
509,-2.1600723450297793e-09
510,-2.159733682390315e-09
511,-2.1596912459361092e-09
512,-2.1593474567574063e-09
513,-2.159310437875617e-09
514,-2.158961110335203e-09
515,-2.158929952978254e-09
516,-2.158574631148309e-09
517,-2.1585498146771442e-09
518,-2.158187974780776e-09
519,-2.1581700586482682e-09
520,-2.157801120452531e-09
521,-2.1577907246399317e-09
522,-2.1574140062288627e-09
523,-2.1574118579394926e-09
524,-2.157026593444256e-09
525,-2.1570335177078212e-09
526,-2.1566388179121418e-09
527,-2.1566557696888054e-09
528,-2.1562506009814346e-09
529,-2.156278700022468e-09
530,-2.1558618502310673e-09
531,-2.1559024201455606e-09
532,-2.155472442179871e-09
533,-2.155527052003504e-09
534,-2.1550822349759167e-09
535,-2.1551527707407755e-09
536,-2.1546910328003463e-09
537,-2.1547797937090824e-09
538,-2.154298585655988e-09
539,-2.154408404038531e-09
540,-2.1539045702869627e-09
541,-2.154038995588501e-09
542,-2.1535085255197443e-09
543,-2.1536720806436444e-09
544,-2.1531098259418764e-09
545,-2.1533084288733466e-09
546,-2.1527075733641657e-09
547,-2.1529491257764867e-09
548,-2.1523004242386603e-09
549,-2.1525958315328956e-09
550,-2.1518862820859697e-09
551,-2.152251223885933e-09
552,-2.1514617157912767e-09
553,-2.1519198093288777e-09
554,-2.151020652715937e-09
555,-2.1516099176985484e-09
556,-2.1505513476540614e-09
557,-2.1513387070107016e-09
558,-2.1500277517385686e-09
559,-2.151147679500628e-09
560,-2.1493794390128533e-09
561,-2.1511666158022623e-09
562,-2.148338228512433e-09
563,-2.1520536132902846e-09
564,-2.1447391330757237e-09
565,-2.1677477033128114e-09
566,-2.4913421126826384e-09
567,-2.751929599218888e-09
568,-3.0494944788378308e-09
569,-3.4068955497465e-09
570,-3.8544874528003695e-09
571,-4.414265590126962e-09
572,-5.123198772280946e-09
573,-6.017567278949723e-09
574,-7.150637793651758e-09
575,-8.581448180496891e-09
576,-1.0390115607858806e-08
577,-1.2670375326802833e-08
578,-1.5544196288629183e-08
579,-1.9157893762179136e-08
580,-2.369739057100313e-08
581,-2.938825434443408e-08
582,-3.651298346515071e-08
583,-4.54158293840819e-08
584,-5.652375478056602e-08
585,-7.035747131265835e-08
586,-8.755818761009564e-08
587,-1.0890699266297455e-07
588,-1.353602009160024e-07
589,-1.6808010540479656e-07
590,-2.0848267688238468e-07
591,-2.582838651255705e-07
592,-3.195646752291419e-07
593,-3.9483868259641955e-07
594,-4.871411601084673e-07
595,-6.001253709862298e-07
596,-7.38184532637829e-07
597,-9.06586845160581e-07
598,-1.1116417326734446e-06
599,-1.3608865369824418e-06
600,-1.663311754123638e-06
601,-2.0296159488657975e-06
602,-2.4725086704042803e-06
603,-3.0070544809523742e-06
604,-3.6510769314146175e-06
605,-4.4256176697617436e-06
606,-5.3554702829724194e-06
607,-6.469786225933552e-06
608,-7.802773421296108e-06
609,-9.394487115061456e-06
610,-1.1291734706738989e-05
611,-1.3549096370208709e-05
612,-1.6230084371066034e-05
613,-1.940844502156777e-05
614,-2.3169627274531144e-05
615,-2.761242375829196e-05
616,-3.285080906122222e-05
617,-3.901598244801084e-05
618,-4.625864007673299e-05
619,-5.475148451567031e-05
620,-6.469199601855663e-05
621,-7.630547286024907e-05
622,-8.984836332033009e-05
623,-0.00010561189459087203
624,-0.00012392601761468204
625,-0.00014516366910799952
626,-0.00016974536399076137
627,-0.00019814411296059423
628,-0.00023089066994191627
629,-0.000268579094637282
630,-0.0003118726232321735
631,-0.0003615098195366586
632,-0.00041831098434920834
633,-0.00048318477862059763
634,-0.0005571350191072781
635,-0.0006412675814912199
636,-0.0007367973467230875
637,-0.0008450551012175688
638,-0.0009674943002115369
639,-0.0011056975773438278
640,-0.001261382880554443
641,-0.0014364090875649523
642,-0.00163278095031728
643,-0.0018526531911525574
644,-0.002098333569717931
645,-0.0023722847143665296
646,-0.002677124509434685
647,-0.003015624807370046
648,-0.00339070823533176
649,-0.003805442848001519
650,-0.004263034383881946
651,-0.004766815870929386
652,-0.005320234339814409
653,-0.0059268344001505375
654,-0.0065902384564292165
655,-0.007314123347890233
656,-0.008102193228796871
657,-0.008958148525233278
658,-0.009885650849148735
659,-0.010888283783407079
660,-0.01196950950948702
661,-0.013132621296390297
662,-0.014380691940530137
663,-0.015716518306665563
664,-0.01714256220343149
665,-0.018660887898980228
666,-0.020273096675636496
667,-0.021980258903015425
668,-0.02378284420853907
669,-0.025680650408863647
670,-0.027672731966055256
671,-0.02975732881498436
672,-0.03193179650296608
673,-0.034192538656154986
674,-0.036534942868300446
675,-0.03895332116370561
676,-0.041440856245527895
677,-0.04398955477108289
678,-0.04659020892489786
679,-0.04923236755688488
680,-0.05190431814412901
681,-0.054593080790376385
682,-0.057284415424190535
683,-0.05996284326605411
684,-0.0626116835333499
685,-0.06521310621264127
686,-0.06774820157820002
687,-0.07019706694827298
688,-0.07253891097379646
689,-0.07475217552370682
690,-0.07681467499484615
691,-0.0787037526098539
692,-0.08039645300208464
693,-0.08186971010112278
694,-0.08310054905502033
695,-0.08406630063589265
696,-0.08474482630332923
697,-0.08511475182616587
698,-0.08515570711679084
699,-0.08484856969491733
700,-0.08417570899845725
701,-0.08312122857957187
702,-0.08167120309206093
703,-0.07981390687351868
704,-0.0775400308786847
705,-0.07484288470995934
706,-0.07171858054192722
707,-0.06816619582860312
708,-0.06418791183767077
709,-0.05978912525343864
710,-0.054978530349942045
711,-0.04976816953417027
712,-0.04417345041472966
713,-0.038213127938330274
714,-0.03190925057093487
715,-0.02528706995572452
716,-0.018374913969818545
717,-0.011204023598302235
718,-0.0038083545595827507
719,0.0037756548778444536
720,0.011509347939463713
721,0.01935214282086089
722,0.027261852702048655
723,0.03519502898460786
724,0.043107324047175384
725,0.05095386948438622
726,0.05868966551046813
727,0.06626997699549936
728,0.07365073144606588
729,0.08078891416440342
730,0.08764295580517839
731,0.09417310761572405
732,0.10034179977557138
733,0.10611397846041558
734,0.11145741752365208
735,0.11634300102838427
736,0.12074497325160231
737,0.1246411532306418
738,0.12801311140557392
739,0.1308463064384482
740,0.13313018083568906
741,0.1348582145707128
742,0.13602793647393058
743,0.1366408937334458
744,0.1367025804062127
745,0.13622232638310908
746,0.13521314875762513
747,0.13369156802450655
748,0.1316773919587654
749,0.12919347040632415
750,0.12626542453445405
751,0.122921354354395
752,0.11919152852190804
753,0.11510806055747211
754,0.1107045756908626
755,0.1060158725405898
756,0.10107758377416616
757,0.09592583977807315
758,0.09059693918592542
759,0.08512702988900271
760,0.07955180387619143
761,0.07390620894093929
762,0.0682241799435308
763,0.06253839194892574
764,0.056880037166734274
765,0.05127862722171732
766,0.045761821873793476
767,0.0403552849064322
768,0.035082567504400385
769,0.029965019065602703
770,0.025021725029242065
771,0.020269470971829125
772,0.01572273191455222
773,0.011393685516650421
774,0.007292247589252234
775,0.0034261281673901413
776,-0.0001990937872380151
777,-0.0035798791006578312
778,-0.006714622654928628
779,-0.009603535392884567
780,-0.012248516258560188
781,-0.014653016250029268
782,-0.016821896714521653
783,-0.01876128393517088
784,-0.020478421959983666
785,-0.02198152549794228
786,-0.023279634570097112
787,-0.024382472446728674
788,-0.025300308240545737
789,-0.026043825352118407
790,-0.026623996792302033
791,-0.027051968228760784
792,-0.02733894943422258
793,-0.027496114643882966
794,-0.027534512172059485
795,-0.02746498348439599
796,-0.027298091784457894
797,-0.027044060042549382
798,-0.02671271828204501
799,-0.0263134598340731
800,-0.02585520618628815
801,-0.025346379974906005
802,-0.02479488561175987
803,-0.024208096988717356
804,-0.023592851670441443
805,-0.02295545096181794
806,-0.02230166522804491
807,-0.021636743841930806
808,-0.02096542914370901
809,-0.020291973812214734
810,-0.019620161071724873
811,-0.018953327184819988
812,-0.018294385717332325
813,-0.017645853095680158
814,-0.017009875018673744
815,-0.01638825332435358
816,-0.015782472956626624
817,-0.015193728715833391
818,-0.014622951520998186
819,-0.014070833949121966
820,-0.013537854857622648
821,-0.013024302929946132
822,-0.012530299020666939
823,-0.01205581720538759
824,-0.011600704471671221
825,-0.011164699010677319
826,-0.010747447094367408
827,-0.010348518540909244
828,-0.009967420790468532
829,-0.009603611625937451
830,-0.009256510587497506
831,-0.008925509137418876
832,-0.008609979641277594
833,-0.008309283235133389
834,-0.008022776654182752
835,-0.007749818098407039
836,-0.007489772213695916
837,-0.007242014264364578
838,-0.007005933573700047
839,-0.006780936304778315
840,-0.006566447652963312
841,-0.0063619135159205765
842,-0.006166801705196383
843,-0.005980602757190149
844,-0.005802830399099186
845,-0.005633021718974054
846,-0.00547073708667916
847,-0.005315559866212781
848,-0.005167095957669184
849,-0.005024973201105026
850,-0.004888840672748734
851,-0.004758367898426045
852,-0.004633244007700004
853,-0.00451317684718053
854,-0.004397892070573389
855,-0.004287132218533679
856,-0.004180655800990213
857,-0.0040782363906210544
858,-0.003979661736214873
859,-0.0038847329011415786
860,-0.0037932634326122905
861,-0.0037050785643150523
862,-0.003620014455811271
863,-0.0035379174693394052
864,-0.0034586434857511368
865,-0.0033820572588595427
866,-0.003308031808778233
867,-0.003236447852620296
868,-0.0031671932723916787
869,-0.0031001626178884314
870,-0.003035256643992805
871,-0.0029723818798795074
872,-0.0029114502293099863
873,-0.0028523785994147787
874,-0.0027950885570807746
875,-0.002739506010359628
876,-0.002685560914056391
877,-0.002633186997012855
878,-0.00258232151035022
879,-0.0025329049943313923
880,-0.002484881063247482
881,-0.002438196206157418
882,-0.0023927996030390563
883,-0.0023486429543551138
884,-0.0023056803237462595
885,-0.002263867992023955
886,-0.0022231643223205914
887,-0.002183529634727269
888,-0.002144926090408306
889,-0.002107317583665413
890,-0.0020706696420565865
891,-0.00203494933316872
892,-0.0020001251782487493
893,-0.0019661670714022036
894,-0.0019330462046481703
895,-0.0019007349976343003
896,-0.001869207032370701
897,-0.0018384369918674037
898,-0.0018084006030915606
899,-0.0017790745831979442
900,-0.0017504365894953047
901,-0.0017224651721608139
902,-0.0016951397302020497
903,-0.0016684404697287223
904,-0.0016423483650626874
905,-0.001616845121791055
906,-0.001591913142313625
907,-0.0015675354930258234
908,-0.0015436958737058252
909,-0.0015203785882784136
910,-0.0014975685175371573
911,-0.001475251093024967
912,-0.0014534122726638213
913,-0.0014320385173576978
914,-0.0014111167691660967
915,-0.0013906344302932745
916,-0.0013705793434947405
917,-0.001350939773165024
918,-0.001331704387710587
919,-0.001312862242488781
920,-0.0012944027639175185
921,-0.0012763157340520384
922,-0.0012585912762328676
923,-0.0012412198411154535
924,-0.0012241921936842037
925,-0.0012074994005743577
926,-0.0011911328183020688
927,-0.0011750840817383945
928,-0.001159345093424466
929,-0.0011439080130749306
930,-0.0011287652478634488
931,-0.001113909442848005
932,-0.0010993334721258845
933,-0.001085030430086173
934,-0.0010709936233453292
935,-0.0010572165627433941
936,-0.0010436929559816328
937,-0.0010304167002885742
938,-0.0010173818756902793
939,-0.0010045827382806865
940,-0.0009920137140628487
941,-0.0009796693927654138
942,-0.0009675445221999755
943,-0.0009556340025719007
944,-0.000943932881304964
945,-0.0009324363478003289
946,-0.0009211397286847668
947,-0.0009100384829765596
948,-0.0008991281977183234
949,-0.0008884045835128378
950,-0.0008778634705055077
951,-0.0008675008042569796
952,-0.0008573126420439129
953,-0.0008472951490385749
954,-0.0008374445948997154
955,-0.0008277573502324226
956,-0.0008182298834436712
957,-0.0008088587574582693
958,-0.0007996406268162773
959,-0.0007905722346232702
960,-0.000781650409868892
961,-0.0007728720645918244
962,-0.0007642341914007878
963,-0.0007557338608364196
964,-0.0007473682190778138
965,-0.0007391344854851443
966,-0.0007310299504764972
967,-0.0007230519732365686
968,-0.000715197979749865
969,-0.0007074654606622178
970,-0.0006998519694577065
971,-0.0006923551204609422
972,-0.0006849725871461689
973,-0.0006777021002693385
974,-0.0006705414462989575
975,-0.0006634884656678718
976,-0.0006565410513163606
977,-0.0006496971470545056
978,-0.0006429547462087704
979,-0.000636311890086621
980,-0.0006297666667186459
981,-0.0006233172094178193
982,-0.0006169616956098404
983,-0.0006106983454800543
984,-0.0006045254208854174
985,-0.0005984412240825975
986,-0.0005924440967154723
987,-0.0005865324186185998
988,-0.0005807046068746239
989,-0.0005749591146876999
990,-0.000569294430505692
991,-0.0005637090769586223
992,-0.0005582016100409349
993,-0.0005527706181104145
994,-0.0005474147211261582
995,-0.0005421325697038093
996,-0.000536922844405243
997,-0.0005317842548462399
998,-0.0005267155390342285
999,-0.0005217154625248273
1000,-0.000516782817804258
1001,-0.0005119164234914982
1002,-0.0005071151237622228
1003,-0.000502377787593525
1004,-0.0004977033082265407
1005,-0.0004930906024509167
1006,-0.0004885386101034178
1007,-0.0004840462933896246
1008,-0.0004796126364160419
1009,-0.00047523664454656724
1010,-0.00047091734396589836
1011,-0.00046665378106855183
1012,-0.0004624450220513915
1013,-0.0004582901523332061
1014,-0.0004541882761743966
1015,-0.00045013851612518306
1016,-0.0004461400126706445
1017,-0.00044219192370582855
1018,-0.00043829342420439673
1019,-0.00043444370571900837
1020,-0.00043064197607209104
1021,-0.00042688745887987445
1022,-0.00042317939326387473
